Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2012-07-03;36,20;36,529;36,20;36,458;762;27.672
2012-07-02;35,417;36,158;35,385;36,158;1.717;61.552
2012-06-29;35,959;35,959;35,395;35,395;440;15.723
2012-06-28;35,611;35,611;35,611;35,611;20;712
2012-06-27;34,842;35,108;34,842;35,108;791;27.640
2012-06-26;34,527;34,527;34,527;34,527;288;9.944
2012-06-25;34,284;34,284;34,242;34,242;377;12.922
2012-06-22;34,401;34,583;34,345;34,345;290;9.984
2012-06-21;34,551;34,57;34,408;34,408;611;21.108
2012-06-20;34,344;34,344;34,344;34,344;75;2.576
2012-06-19;34,00;34,257;34,00;34,257;270;9.244
2012-06-18;33,02;33,192;33,02;33,192;1.150;37.990
2012-06-15;33,078;33,079;33,078;33,079;170;5.623
2012-06-14;33,238;33,404;33,238;33,404;280;9.312
2012-06-13;33,408;33,408;33,408;33,408;100;3.341
2012-06-12;33,248;33,248;33,248;33,248;150;4.987
2012-06-11;33,341;33,341;33,341;33,341;50;1.667
2012-06-08;32,932;32,932;32,932;32,932;400;13.173
2012-06-06;32,375;32,375;32,375;32,375;60;1.943
2012-06-05;32,294;32,45;32,25;32,25;589;19.059
2012-06-04;31,986;32,14;31,986;32,14;355;11.403
2012-06-01;32,153;32,354;32,153;32,354;178;5.753
2012-05-31;32,897;32,897;32,897;32,897;150;4.935
2012-05-30;32,60;32,60;32,60;32,60;16;522
2012-05-29;32,842;32,892;32,842;32,892;181;5.947
2012-05-28;33,029;33,029;33,029;33,029;100;3.303
2012-05-25;32,939;33,054;32,939;33,054;120;3.961
2012-05-24;32,382;32,382;32,382;32,382;150;4.857
2012-05-21;32,509;32,509;32,509;32,509;250;8.127
2012-05-18;32,743;32,844;32,363;32,363;429;14.030
2012-05-17;32,877;32,92;32,877;32,92;345;11.344
2012-05-16;33,00;33,121;32,916;32,994;488;16.110
2012-05-15;33,293;33,507;33,293;33,507;80;2.668
2012-05-14;33,30;33,432;33,20;33,432;1.648;54.835
2012-05-11;33,40;33,40;33,346;33,367;255;8.508
2012-05-10;33,483;33,483;33,43;33,43;69;2.309
2012-05-09;33,555;33,555;33,446;33,446;110;3.688
2012-05-08;33,65;33,85;33,65;33,80;8.760;296.085
2012-05-07;33,622;33,622;33,622;33,622;40;1.345
2012-05-03;33,707;33,736;33,536;33,70;524;17.648
2012-05-02;33,721;33,721;33,506;33,55;1.129;37.876
2012-04-30;33,307;33,307;33,307;33,307;125;4.163
2012-04-27;32,82;32,82;32,548;32,798;4.542;148.411
2012-04-26;34,50;34,50;32,443;32,80;3.168;105.016
2012-04-25;34,544;34,544;34,544;34,544;150;5.182
2012-04-24;34,668;34,766;34,668;34,766;8.140;282.970
2012-04-23;35,05;35,05;34,529;34,529;274;9.532
2012-04-20;34,558;35,161;34,558;35,06;770;27.024
2012-04-19;34,736;34,737;34,617;34,617;340;11.781
2012-04-18;34,684;34,684;34,486;34,486;245;8.482
2012-04-17;33,935;34,301;33,849;34,301;293;10.004
2012-04-16;34,09;34,245;34,07;34,07;900;30.725
2012-04-13;34,45;34,45;33,941;33,941;200;6.839
2012-04-12;33,866;34,174;33,866;34,174;972;33.048
2012-04-11;33,681;34,056;33,674;34,056;850;28.685
2012-04-10;33,60;33,60;33,443;33,443;100;3.359
2012-04-05;33,739;34,152;33,732;34,152;560;18.975
2012-04-04;34,192;34,26;33,756;33,756;905;30.800
2012-04-03;34,14;34,335;34,10;34,10;630;21.561
2012-04-02;33,65;34,109;33,496;34,096;440;14.876
2012-03-30;33,60;33,60;33,459;33,459;590;19.805
2012-03-29;33,625;33,625;33,245;33,575;235;7.859
2012-03-28;33,836;34,001;33,577;33,577;1.000;33.862
2012-03-27;34,027;34,027;33,705;33,705;1.171;39.781
2012-03-26;34,069;34,069;34,069;34,069;30;1.022
2012-03-23;34,018;34,124;34,018;34,124;160;5.458
2012-03-22;34,251;34,251;34,251;34,251;300;10.275
2012-03-21;34,245;34,245;34,245;34,245;200;6.849
2012-03-20;34,189;34,486;34,189;34,486;53;1.825
2012-03-19;34,00;34,40;33,90;34,40;1.103;37.559
2012-03-16;34,253;34,304;34,251;34,258;273;9.353
2012-03-15;34,304;34,304;34,103;34,227;531;18.167
2012-03-14;34,522;34,675;34,522;34,675;1.372;47.532
2012-03-13;34,448;34,715;34,448;34,715;1.274;44.083
2012-03-12;34,391;34,594;34,295;34,594;1.518;52.267
2012-03-09;34,289;34,336;34,289;34,336;1.400;48.023
2012-03-08;33,976;33,998;33,976;33,998;240;8.159
2012-03-07;33,946;33,946;33,946;33,946;88;2.987
2012-03-06;34,109;34,109;34,109;34,109;150;5.116
2012-03-05;34,032;34,101;34,032;34,101;98;3.340
2012-03-02;34,00;34,007;34,00;34,007;200;6.800
2012-03-01;33,728;33,898;33,728;33,787;274;9.259
2012-02-29;33,76;33,76;33,76;33,76;30;1.013
2012-02-27;34,00;34,00;33,44;33,466;330;11.047
2012-02-24;34,142;34,142;33,802;33,802;330;11.257
2012-02-23;33,854;34,042;33,854;33,971;340;11.551
2012-02-22;33,80;33,85;33,711;33,81;1.109;37.493
2012-02-21;34,187;34,187;33,816;33,816;149;5.082
2012-02-20;34,419;34,419;34,109;34,242;750;25.696
2012-02-17;34,299;34,34;34,293;34,34;181;6.211
2012-02-16;34,564;34,564;34,345;34,526;688;23.717
2012-02-15;34,882;34,922;34,752;34,922;450;15.685
2012-02-14;36,03;36,394;35,973;36,273;1.367;49.350
2012-02-13;35,898;35,948;35,855;35,948;965;34.642
2012-02-10;35,642;35,812;35,642;35,812;125;4.464
2012-02-09;35,85;35,85;35,707;35,707;3.100;111.121
2012-02-08;36,075;36,075;35,847;35,917;1.225;44.110
2012-02-07;36,252;36,252;35,86;35,86;385;13.931
2012-02-06;36,206;36,35;36,182;36,221;970;35.187
2012-02-03;36,011;36,193;35,999;36,10;3.050;110.217
2012-02-02;36,24;36,24;35,361;35,77;1.552;55.594
2012-02-01;36,82;37,124;36,82;37,007;1.195;44.159
2012-01-31;36,722;36,985;36,722;36,985;1.000;36.831
2012-01-30;36,45;36,50;36,00;36,406;1.005;36.512
2012-01-27;36,523;36,73;36,169;36,169;831;30.335
2012-01-26;36,442;36,442;36,25;36,25;650;23.677
2012-01-25;36,779;36,779;36,537;36,537;672;24.650
2012-01-24;37,00;37,00;36,703;36,711;946;34.758
2012-01-23;37,20;37,35;36,635;36,701;1.691;62.318
2012-01-20;36,574;36,574;36,554;36,554;305;11.155
2012-01-19;37,529;37,529;36,70;36,72;1.000;36.960
2012-01-18;37,27;37,44;37,27;37,44;224;8.365
2012-01-17;37,226;37,73;37,056;37,73;1.080;40.225
2012-01-13;36,90;36,90;36,90;36,90;25;923
2012-01-12;36,865;36,865;36,821;36,821;278;10.237
2012-01-11;36,749;37,00;36,666;37,00;696;25.655
2012-01-10;36,71;36,71;36,20;36,313;600;21.896
2012-01-09;36,841;36,841;36,586;36,586;335;12.278
2012-01-06;36,679;36,679;36,506;36,645;1.330;48.689
2012-01-05;36,651;36,651;36,651;36,651;290;10.629
2012-01-04;36,877;36,877;36,687;36,835;760;27.940
2012-01-03;35,98;36,473;35,98;36,473;1.928;69.856
2012-01-02;35,535;35,55;35,535;35,55;425;15.104
2011-12-30;35,56;35,56;35,56;35,56;100;3.556
2011-12-29;35,586;35,586;35,586;35,586;10;356
2011-12-28;35,25;35,25;35,25;35,25;277;9.764
2011-12-27;35,25;35,60;35,25;35,50;577;20.439
2011-12-23;35,372;35,624;35,371;35,624;229;8.125
2011-12-22;34,788;35,09;34,788;35,09;220;7.686
2011-12-20;35,15;35,15;34,309;34,437;1.030;35.652
2011-12-19;34,80;35,214;34,80;35,014;430;15.033
2011-12-16;35,014;35,092;34,772;34,772;620;21.597
2011-12-13;34,618;35,052;34,618;35,052;80;2.791
2011-12-12;34,699;34,99;34,699;34,99;133;4.644
2011-12-09;34,33;34,65;34,33;34,65;320;11.008
2011-12-06;34,257;34,257;34,257;34,257;25;856
2011-12-02;34,063;34,09;34,063;34,09;240;8.178
2011-11-30;33,589;34,403;33,589;34,289;1.169;39.997
2011-11-28;32,61;32,761;32,61;32,761;195;6.388
2011-11-25;32,372;32,372;32,372;32,372;30;971
2011-11-24;32,00;32,00;32,00;32,00;50;1.600
2011-11-23;32,317;32,317;32,317;32,317;8;259
2011-11-22;32,47;32,47;32,47;32,47;30;974
2011-11-21;32,90;32,93;32,697;32,697;240;7.883
2011-11-18;33,848;33,869;33,67;33,67;135;4.561
2011-11-17;33,518;33,518;33,505;33,505;500;16.756
2011-11-16;33,80;33,922;33,80;33,922;474;16.070
2011-11-14;34,018;34,018;34,018;34,018;25;850
2011-11-11;33,794;33,794;33,794;33,794;10;338
2011-11-09;33,707;33,707;33,142;33,142;118;3.949
2011-11-08;33,711;33,843;33,38;33,843;1.285;43.108
2011-11-07;34,505;34,505;34,505;34,505;250;8.626
2011-11-04;34,689;34,888;34,689;34,888;211;7.359
2011-11-02;34,00;34,00;34,00;34,00;118;4.012
2011-11-01;34,386;34,39;34,386;34,39;620;21.321
2011-10-27;35,084;35,084;34,822;35,022;805;28.186
2011-10-26;34,527;34,639;34,527;34,639;1.481;51.271
2011-10-25;35,047;35,047;34,739;34,746;400;13.973
2011-10-24;34,80;34,80;34,80;34,80;160;5.568
2011-10-21;34,70;34,90;34,70;34,90;750;26.077
2011-10-20;34,10;34,10;34,10;34,10;70;2.387
2011-10-12;34,39;34,422;34,39;34,422;407;14.006
2011-10-11;34,415;34,415;34,415;34,415;100;3.442
2011-10-10;34,693;34,693;34,693;34,693;100;3.469
2011-10-07;34,198;34,30;34,198;34,30;594;20.344
2011-10-06;33,665;34,205;33,54;34,205;1.216;41.168
2011-10-05;33,588;33,588;33,588;33,588;125;4.199
2011-10-04;33,24;33,24;33,24;33,24;300;9.972
2011-10-03;33,124;33,44;33,091;33,44;390;12.995
2011-09-30;33,485;33,65;33,194;33,502;2.557;85.581
2011-09-29;32,80;33,315;32,80;33,315;449;14.852
2011-09-28;32,90;33,107;32,90;33,107;190;6.284
2011-09-27;33,00;33,147;33,00;33,147;150;4.957
2011-09-26;31,75;32,135;31,75;32,135;300;9.544
2011-09-23;31,70;31,70;31,70;31,70;250;7.925
2011-09-22;32,00;32,00;32,00;32,00;10;320
2011-09-21;32,809;32,898;32,49;32,49;140;4.576
2011-09-20;33,00;33,00;33,00;33,00;60;1.980
2011-09-16;32,42;32,42;32,366;32,366;280;9.064
2011-09-15;32,189;32,189;32,094;32,094;90;2.892
2011-09-14;32,019;32,019;32,019;32,019;32;1.025
2011-09-13;31,61;31,95;31,61;31,95;650;20.751
2011-09-12;31,923;31,923;31,923;31,923;32;1.022
2011-09-08;32,471;32,688;32,471;32,688;248;8.075
2011-09-06;31,514;31,514;31,514;31,514;60;1.891
2011-09-02;32,20;32,269;32,00;32,269;496;15.944
2011-09-01;33,006;33,006;32,886;32,886;380;12.526
2011-08-29;32,10;32,10;32,10;32,10;250;8.025
2011-08-24;32,378;32,529;32,378;32,529;180;5.839
2011-08-23;32,80;32,811;32,523;32,523;485;15.839
2011-08-22;32,095;32,273;32,095;32,273;750;24.116
2011-08-18;31,65;31,79;31,65;31,79;268;8.495
2011-08-17;32,648;32,648;32,589;32,589;500;16.309
2011-08-16;32,104;32,206;32,001;32,001;650;20.867
2011-08-15;31,744;32,214;31,744;32,048;760;24.389
2011-08-12;30,904;31,759;30,904;31,759;516;16.139
2011-08-11;29,318;30,951;29,312;30,951;1.436;42.638
2011-08-10;30,20;30,351;29,06;29,06;2.398;71.447
2011-08-09;29,759;29,759;28,352;29,70;3.302;97.437
2011-08-08;30,10;30,917;29,81;30,089;1.905;58.199
2011-08-05;30,683;31,223;30,53;30,916;2.456;75.420
2011-08-04;32,247;32,348;31,229;31,414;2.125;67.972
2011-08-03;32,541;32,541;31,992;32,00;888;28.541
2011-08-02;33,757;33,757;33,55;33,55;483;16.246
2011-08-01;34,20;34,20;33,80;33,80;340;11.515
2011-07-29;34,103;34,185;34,103;34,185;360;12.297
2011-07-27;34,565;34,565;34,565;34,565;100;3.457
2011-07-26;34,682;34,786;34,455;34,695;1.210;41.658
2011-07-25;34,65;34,709;34,65;34,709;318;11.023
2011-07-22;34,70;34,713;34,70;34,713;365;12.666
2011-07-21;35,50;36,50;35,22;35,22;4.205;151.034
2011-07-20;35,00;35,00;33,833;34,85;3.309;113.638
2011-07-19;34,35;35,10;34,35;35,10;1.450;50.334
2011-07-18;35,24;35,24;34,536;34,536;665;23.320
2011-07-15;35,253;35,253;35,162;35,162;782;27.522
2011-07-14;34,936;35,144;34,936;35,034;813;28.527
2011-07-13;35,171;35,171;35,135;35,135;227;7.982
2011-07-12;35,10;35,28;35,10;35,28;350;12.304
2011-07-11;35,50;35,50;35,30;35,431;1.438;50.926
2011-07-07;35,378;35,378;35,378;35,378;57;2.016
2011-07-05;35,188;35,287;35,188;35,282;295;10.408
2011-07-04;34,80;35,062;34,80;35,062;497;17.426
2011-07-01;34,334;34,334;34,266;34,266;80;2.741
2011-06-28;34,061;34,061;34,00;34,00;40;1.360
2011-06-27;34,40;34,40;33,858;33,933;1.965;66.678
2011-06-24;34,272;34,272;34,272;34,272;200;6.854
2011-06-22;34,273;34,273;34,273;34,273;250;8.568
2011-06-21;34,583;34,583;34,257;34,398;455;15.651
2011-06-17;34,665;34,665;34,665;34,665;290;10.053
2011-06-16;35,123;35,123;35,00;35,00;245;8.575
2011-06-15;35,437;35,437;35,437;35,437;55;1.949
2011-06-14;35,44;35,675;35,44;35,675;189;6.743
2011-06-13;35,222;35,222;35,222;35,222;40;1.409
2011-06-10;35,52;35,52;35,52;35,52;6;213
2011-06-09;35,929;35,929;35,929;35,929;25;898
2011-06-08;35,935;35,935;35,827;35,827;75;2.687
2011-06-06;35,30;35,50;35,022;35,485;1.448;51.382
2011-06-03;35,257;35,459;35,117;35,333;499;17.631
2011-06-02;35,558;35,558;35,558;35,558;200;7.112
2011-06-01;36,428;36,428;36,249;36,249;230;8.337
2011-05-31;36,672;36,672;36,494;36,56;920;33.635
2011-05-30;36,25;36,55;36,25;36,55;727;26.572
2011-05-27;36,714;36,714;36,714;36,714;10;367
2011-05-26;36,26;36,402;36,26;36,402;1.100;40.042
2011-05-25;36,25;36,50;36,25;36,363;937;34.072
2011-05-24;36,019;36,019;36,019;36,019;200;7.204
2011-05-23;36,129;36,193;36,129;36,193;149;5.393
2011-05-19;36,699;36,699;36,212;36,212;113;4.092
2011-05-18;36,332;36,332;36,085;36,085;380;13.712
2011-05-17;36,309;36,309;36,309;36,309;25;908
2011-05-16;36,622;36,658;36,622;36,658;208;7.625
2011-05-13;36,952;37,077;36,952;37,077;97;3.596
2011-05-12;36,50;36,553;36,50;36,553;250;9.138
2011-05-11;35,517;36,302;35,517;36,151;1.200;43.381
2011-05-10;35,85;35,85;35,85;35,85;150;5.378
2011-05-09;35,415;35,60;35,415;35,60;1.154;41.082
2011-05-05;34,338;34,80;34,338;34,80;754;26.239
2011-05-04;34,463;34,663;34,312;34,312;350;12.009
2011-05-03;34,049;34,259;33,90;34,22;1.319;45.136
2011-05-02;33,361;33,713;33,361;33,713;379;12.777
2011-04-29;33,813;33,813;32,70;33,713;2.584;87.114
2011-04-28;34,347;34,558;33,60;33,60;1.687;56.683
2011-04-27;34,80;35,071;34,80;34,89;818;28.540
2011-04-26;34,513;34,80;34,50;34,50;1.044;36.018
2011-04-19;34,039;34,369;34,009;34,009;535;18.195
2011-04-18;34,268;34,652;34,268;34,34;115;3.949
2011-04-15;34,099;34,732;34,099;34,639;415;14.375
2011-04-13;34,329;34,329;34,032;34,032;390;13.272
2011-04-12;33,894;34,13;33,708;33,708;1.331;44.865
2011-04-11;33,823;34,171;33,767;33,767;1.602;54.095
2011-04-08;33,988;34,068;33,77;33,77;520;17.560
2011-04-07;33,869;34,194;33,869;34,00;1.100;37.400
2011-04-06;33,66;33,66;33,66;33,66;100;3.366
2011-04-05;33,70;33,774;33,70;33,766;730;24.649
2011-04-04;32,70;33,423;32,70;33,409;1.547;51.684
2011-04-01;33,174;33,186;32,889;33,113;1.830;60.597
2011-03-31;33,11;33,11;32,763;32,763;1.120;36.695
2011-03-30;33,434;33,434;33,434;33,434;50;1.672
2011-03-29;32,765;32,971;32,765;32,891;1.390;45.718
2011-03-28;33,218;33,444;32,904;32,94;471;15.515
2011-03-24;33,164;33,164;32,711;32,80;740;24.272
2011-03-23;33,154;33,154;33,09;33,09;110;3.640
2011-03-22;33,308;33,478;33,273;33,478;2.080;69.634
2011-03-21;33,196;33,286;33,196;33,286;1.410;46.933
2011-03-18;32,95;32,95;32,885;32,91;260;8.557
2011-03-17;32,307;33,007;32,307;33,007;1.018;33.601
2011-03-16;33,201;33,201;32,749;33,00;260;8.580
2011-03-15;33,90;33,90;33,001;33,347;823;27.445
2011-03-14;34,485;34,485;34,106;34,106;809;27.592
2011-03-11;34,75;34,75;34,75;34,75;44;1.529
2011-03-10;35,277;35,277;35,01;35,164;295;10.373
2011-03-09;34,85;34,85;34,85;34,85;83;2.893
2011-03-08;35,042;35,042;35,042;35,042;100;3.504
2011-03-07;34,983;35,197;34,983;35,197;435;15.311
2011-03-04;35,428;35,428;35,252;35,252;230;8.108
2011-03-03;34,801;35,19;34,76;35,19;313;11.014
2011-03-02;35,267;35,267;34,808;34,933;650;22.706
2011-03-01;36,079;36,079;36,079;36,079;55;1.984
2011-02-28;34,80;35,711;34,80;35,526;400;14.210
2011-02-25;35,60;35,60;34,817;34,817;560;19.498
2011-02-24;35,20;35,20;34,588;34,588;1.910;66.063
2011-02-23;35,70;35,711;35,70;35,711;212;7.571
2011-02-22;36,05;36,05;36,05;36,05;140;5.047
2011-02-21;36,125;36,125;36,125;36,125;10;361
2011-02-16;36,195;36,681;36,171;36,175;767;27.746
2011-02-10;35,547;35,547;35,547;35,547;105;3.732
2011-02-09;35,884;35,884;35,884;35,884;29;1.041
2011-02-08;35,55;36,094;35,55;35,588;460;16.370
2011-02-07;35,028;35,719;34,48;35,579;1.004;35.721
2011-02-04;35,49;35,49;35,356;35,399;232;8.213
2011-02-03;35,696;35,80;35,50;35,50;652;23.146
2011-02-02;35,70;35,70;34,745;35,02;1.964;68.779
2011-02-01;35,589;36,187;35,589;35,763;498;17.810
2011-01-31;35,85;36,40;35,85;36,40;1.110;40.404
2011-01-28;35,74;35,74;35,74;35,74;400;14.296
2011-01-27;36,60;36,79;36,127;36,79;700;25.753
2011-01-25;35,818;35,824;35,50;35,63;2.450;87.294
2011-01-24;35,30;36,013;35,30;36,013;230;8.283
2011-01-21;35,099;35,41;35,00;35,41;580;20.538
2011-01-20;35,319;35,379;34,851;35,01;910;31.859
2011-01-19;35,714;35,714;35,295;35,295;90;3.177
2011-01-18;36,096;36,16;36,006;36,006;600;21.604
2011-01-17;35,27;36,471;35,27;36,008;765;27.546
2011-01-14;35,748;35,996;35,494;35,494;380;13.488
2011-01-13;36,585;36,585;36,10;36,10;720;25.992
2011-01-12;36,569;36,75;36,378;36,378;295;10.732
2011-01-11;36,444;36,701;36,444;36,551;216;7.895
2011-01-10;36,234;36,234;36,234;36,234;55;1.993
2011-01-07;36,627;36,627;36,627;36,627;200;7.325
2011-01-06;36,359;36,389;36,037;36,037;195;7.027
2011-01-05;35,549;35,549;35,549;35,549;30;1.066
2011-01-04;35,278;35,547;34,728;35,547;595;21.150
2011-01-03;34,80;34,80;34,80;34,80;2;70
2010-12-30;35,15;35,15;35,15;35,15;800;28.120
2010-12-29;35,50;35,50;35,294;35,294;375;13.235
2010-12-28;35,60;35,60;35,40;35,40;600;21.240
2010-12-27;35,352;35,60;35,20;35,60;722;25.703
2010-12-21;35,00;35,178;34,60;34,691;973;33.754
2010-12-20;35,20;35,506;35,20;35,46;650;23.049
2010-12-17;37,114;37,114;34,884;35,30;3.412;120.444
2010-12-16;37,33;37,33;37,33;37,33;300;11.199
2010-12-15;36,78;37,161;36,78;37,161;235;8.733
2010-12-14;36,548;36,582;36,548;36,582;300;10.975
2010-12-13;36,12;36,702;36,12;36,619;706;25.853
2010-12-09;36,203;36,203;36,141;36,141;265;9.577
2010-12-08;36,36;36,36;36,155;36,155;275;9.943
2010-12-07;35,776;35,776;35,776;35,776;42;1.503
2010-12-06;35,754;35,90;35,754;35,90;250;8.975
2010-11-30;36,20;36,25;36,20;36,246;625;22.654
2010-11-29;36,523;36,523;36,141;36,141;140;5.060
2010-11-26;36,262;36,262;36,25;36,25;284;10.295
2010-11-24;35,957;36,055;35,804;35,804;180;6.445





